Data ;Jogo 1;Jogo 2;Jogo 3;Jogo 4;Jogo 5;Jogo 6;Jogo 7;Jogo 8;Jogo 9;Jogo 10;Jogo 11;Jogo 12;Jogo 13;Jogo 14
18/12/2023;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
08/01/2024;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio
15/01/2024;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
22/01/2024;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio
29/01/2024;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
05/02/2024;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio
14/02/2024;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
19/02/2024;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
26/02/2024;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2
04/03/2024;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2
11/03/2024;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1
18/03/2024;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1
25/03/2024;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio
01/04/2024;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
04/04/2024;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio
08/04/2024;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2
11/04/2024;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
15/04/2024;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2
18/04/2024;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1
22/04/2024;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1
25/04/2024;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2
29/04/2024;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio
02/05/2024;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1
06/05/2024;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2
09/05/2024;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2
13/05/2024;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2
16/05/2024;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
20/05/2024;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio
23/05/2024;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2
27/05/2024;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio
31/05/2024;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
03/06/2024;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2
06/06/2024;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2
10/06/2024;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1
14/06/2024;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
17/06/2024;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1
20/06/2024;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
24/06/2024;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
27/06/2024;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2
01/07/2024;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio
05/07/2024;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio
08/07/2024;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1
12/07/2024;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2
15/07/2024;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 1
19/07/2024;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio
22/07/2024;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2
26/07/2024;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1
29/07/2024;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2
02/08/2024;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1
05/08/2024;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
09/08/2024;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
12/08/2024;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio
16/08/2024;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1
19/08/2024;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio
23/08/2024;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1
26/08/2024;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
30/08/2024;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
02/09/2024;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2
09/09/2024;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
16/09/2024;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1
23/09/2024;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1
30/09/2024;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1
07/10/2024;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio
14/10/2024;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1
21/10/2024;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2
28/10/2024;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1
04/11/2024;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2
11/11/2024;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio
18/11/2024;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2
25/11/2024;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1
02/12/2024;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio
09/12/2024;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1
16/12/2024;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1
13/01/2025;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio
20/01/2025;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2
27/01/2025;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
03/02/2025;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio
10/02/2025;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1
17/02/2025;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1
24/02/2025;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2
05/03/2025;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2
10/03/2025;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2
17/03/2025;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2
24/03/2025;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
31/03/2025;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
03/04/2025;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2
07/04/2025;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio
10/04/2025;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2
14/04/2025;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio
17/04/2025;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
22/04/2025;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1
24/04/2025;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1
28/04/2025;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1
02/05/2025;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1
05/05/2025;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
08/05/2025;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna do meio
12/05/2025;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1
15/05/2025;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
19/05/2025;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2
22/05/2025;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1
26/05/2025;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2
29/05/2025;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
02/06/2025;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio
09/06/2025;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1
12/06/2025;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1
16/06/2025;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
20/06/2025;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2
23/06/2025;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
26/06/2025;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1
30/06/2025;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio
07/07/2025;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2
14/07/2025;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2
21/07/2025;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2
28/07/2025;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio
04/08/2025;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2
11/08/2025;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2
18/08/2025;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2
25/08/2025;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1
01/09/2025;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2
08/09/2025;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1
15/09/2025;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
22/09/2025;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1
29/09/2025;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1
06/10/2025;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
13/10/2025;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2
20/10/2025;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2
27/10/2025;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
