Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time Coraá∆o;;;;;;;;;;;;;;;;;
31/03/2016;1;5;23;27;52;59;61;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
02/04/2016;17;25;33;38;40;73;77;RIVER/PI;;;;;;;;;;;;;;;;;
05/04/2016;3;10;17;25;38;43;58;NACIONAL/AM;;;;;;;;;;;;;;;;;
07/04/2016;25;28;34;54;61;66;79;TREZE/PB;;;;;;;;;;;;;;;;;
09/04/2016;2;5;30;35;40;55;61;GOIµS/GO;;;;;;;;;;;;;;;;;
12/04/2016;13;14;24;29;54;63;65;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
14/04/2016;11;12;14;20;23;48;61;REMO/PA;;;;;;;;;;;;;;;;;
16/04/2016;3;5;17;32;46;59;75;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
19/04/2016;1;2;5;26;34;65;74;TREZE/PB;;;;;;;;;;;;;;;;;
23/04/2016;5;7;14;28;30;47;74;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
26/04/2016;3;8;21;34;41;55;67;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
28/04/2016;8;13;28;31;36;75;80;CRB/AL;;;;;;;;;;;;;;;;;
30/04/2016;1;28;36;38;41;53;77;REMO/PA;;;;;;;;;;;;;;;;;
03/05/2016;2;3;8;14;21;44;58;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
05/05/2016;16;24;32;41;43;59;60;PAULISTA/SP;;;;;;;;;;;;;;;;;
07/05/2016;10;11;21;34;38;66;78;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
10/05/2016;3;36;37;56;59;69;72;GOIµS/GO;;;;;;;;;;;;;;;;;
12/05/2016;12;44;54;59;69;72;79;MIXTO/MT;;;;;;;;;;;;;;;;;
14/05/2016;16;19;44;52;59;69;80;ABC/RN;;;;;;;;;;;;;;;;;
17/05/2016;13;25;29;41;45;47;51;CSA/AL;;;;;;;;;;;;;;;;;
19/05/2016;6;31;50;51;58;68;80;JOINVILLE/SC;;;;;;;;;;;;;;;;;
21/05/2016;15;20;31;36;61;65;72;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
24/05/2016;8;17;26;42;58;72;80;U BARBARENSE;;;;;;;;;;;;;;;;;
28/05/2016;26;32;51;52;60;68;69;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
31/05/2016;28;32;35;71;72;73;74;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
02/06/2016;40;46;58;64;68;73;75;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
04/06/2016;2;20;42;56;59;65;70;AVA÷/SC;;;;;;;;;;;;;;;;;
07/06/2016;1;3;11;14;16;30;39;SERGIPE/SE;;;;;;;;;;;;;;;;;
09/06/2016;14;17;43;45;47;52;67;AMêRICA/RJ;;;;;;;;;;;;;;;;;
11/06/2016;14;15;16;40;51;77;78;LONDRINA/PR;;;;;;;;;;;;;;;;;
14/06/2016;26;30;46;47;60;71;77;AMêRICA/RN;;;;;;;;;;;;;;;;;
16/06/2016;12;32;33;68;70;73;76;U BARBARENSE;;;;;;;;;;;;;;;;;
18/06/2016;4;7;9;14;22;38;60;FORTALEZA/CE;;;;;;;;;;;;;;;;;
21/06/2016;2;42;43;45;51;75;77;IPATINGA/MG;;;;;;;;;;;;;;;;;
23/06/2016;3;10;20;23;24;73;79;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
25/06/2016;5;23;44;51;62;64;79;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
28/06/2016;10;33;35;57;62;69;79;YPIRANGA/AP;;;;;;;;;;;;;;;;;
30/06/2016;21;29;34;37;55;59;67;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
02/07/2016;13;21;22;31;33;49;79;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
05/07/2016;2;3;15;28;55;63;67;GUARANI/SP;;;;;;;;;;;;;;;;;
07/07/2016;2;14;23;33;52;55;65;YPIRANGA/AP;;;;;;;;;;;;;;;;;
09/07/2016;7;15;33;38;72;77;80;REMO/PA;;;;;;;;;;;;;;;;;
12/07/2016;9;17;21;25;30;46;58;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
14/07/2016;6;25;26;28;36;45;66;CSA/AL;;;;;;;;;;;;;;;;;
16/07/2016;9;21;22;45;56;61;71;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
19/07/2016;2;21;34;50;61;63;79;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
21/07/2016;19;30;32;44;61;64;67;AMêRICA/MG;;;;;;;;;;;;;;;;;
23/07/2016;17;22;25;34;42;65;79;S«O PAULO/SP;;;;;;;;;;;;;;;;;
26/07/2016;13;35;45;56;72;73;77;CRB/AL;;;;;;;;;;;;;;;;;
28/07/2016;1;5;25;28;44;54;80;JUVENTUS/SP;;;;;;;;;;;;;;;;;
30/07/2016;15;28;42;50;52;57;66;ATLêTICO/MG;;;;;;;;;;;;;;;;;
02/08/2016;6;12;19;58;64;69;73;ATLêTICO/GO;;;;;;;;;;;;;;;;;
04/08/2016;4;11;29;39;60;74;77;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
06/08/2016;15;22;24;56;59;62;70;FORTALEZA/CE;;;;;;;;;;;;;;;;;
09/08/2016;6;7;41;50;51;55;65;ATLêTICO/MG;;;;;;;;;;;;;;;;;
11/08/2016;14;22;25;30;67;68;73;IPATINGA/MG;;;;;;;;;;;;;;;;;
13/08/2016;3;21;66;69;73;75;78;TREZE/PB;;;;;;;;;;;;;;;;;
16/08/2016;20;28;37;46;55;70;75;NACIONAL/AM;;;;;;;;;;;;;;;;;
18/08/2016;22;39;49;52;58;67;75;GR“MIO/RS;;;;;;;;;;;;;;;;;
20/08/2016;5;12;30;56;57;63;80;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
23/08/2016;5;15;19;34;37;47;51;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
25/08/2016;7;30;54;66;68;69;71;BANGU/RJ;;;;;;;;;;;;;;;;;
27/08/2016;2;3;18;27;51;68;74;BARUERI/SP;;;;;;;;;;;;;;;;;
30/08/2016;10;25;31;45;50;70;72;AMêRICA/RJ;;;;;;;;;;;;;;;;;
01/09/2016;6;12;19;38;49;63;75;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
03/09/2016;2;13;16;34;55;77;78;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
06/09/2016;2;29;44;46;62;72;73;FORTALEZA/CE;;;;;;;;;;;;;;;;;
08/09/2016;28;67;69;71;76;79;80;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
10/09/2016;1;6;45;49;50;63;72;AVA÷/SC;;;;;;;;;;;;;;;;;
13/09/2016;11;15;19;24;26;55;60;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
15/09/2016;14;20;23;29;41;57;67;FORTALEZA/CE;;;;;;;;;;;;;;;;;
17/09/2016;15;17;28;43;56;68;69;OLARIA/RJ;;;;;;;;;;;;;;;;;
20/09/2016;5;9;24;35;51;56;69;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
22/09/2016;6;13;30;43;57;70;79;BANGU/RJ;;;;;;;;;;;;;;;;;
24/09/2016;2;22;34;49;54;62;63;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
27/09/2016;7;11;12;39;40;52;77;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
29/09/2016;12;20;30;56;69;76;78;S«O PAULO/SP;;;;;;;;;;;;;;;;;
01/10/2016;6;16;27;28;29;30;44;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
04/10/2016;2;11;12;28;50;60;78;BANGU/RJ;;;;;;;;;;;;;;;;;
06/10/2016;3;6;7;8;18;36;56;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
08/10/2016;26;30;42;49;51;63;77;ATLêTICO/GO;;;;;;;;;;;;;;;;;
11/10/2016;7;12;15;28;40;69;75;BARUERI/SP;;;;;;;;;;;;;;;;;
13/10/2016;6;8;23;47;51;57;63;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
15/10/2016;4;27;38;52;53;69;72;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
18/10/2016;4;14;21;27;35;47;80;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
20/10/2016;18;19;23;47;48;68;69;NACIONAL/AM;;;;;;;;;;;;;;;;;
22/10/2016;5;12;33;37;64;66;69;PAULISTA/SP;;;;;;;;;;;;;;;;;
25/10/2016;19;26;35;45;48;55;64;AMêRICA/RN;;;;;;;;;;;;;;;;;
27/10/2016;3;12;19;21;36;48;76;CORITIBA/PR;;;;;;;;;;;;;;;;;
29/10/2016;9;15;17;43;69;72;78;PORT DESPORT;;;;;;;;;;;;;;;;;
01/11/2016;4;16;23;27;36;41;53;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
03/11/2016;1;12;29;47;53;62;76;AMêRICA/RJ;;;;;;;;;;;;;;;;;
05/11/2016;20;23;32;47;50;62;63;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
08/11/2016;1;10;16;48;65;73;74;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
10/11/2016;7;31;35;46;56;60;70;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
12/11/2016;17;35;41;42;61;68;75;PAYSANDU/PA;;;;;;;;;;;;;;;;;
17/11/2016;3;6;7;21;29;39;59;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
19/11/2016;8;13;18;42;56;62;66;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
22/11/2016;24;37;48;63;71;73;74;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
24/11/2016;5;8;21;28;30;38;55;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
26/11/2016;15;33;35;54;67;72;80;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
29/11/2016;9;10;31;42;48;49;66;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
01/12/2016;7;28;41;49;63;79;80;AMêRICA/RN;;;;;;;;;;;;;;;;;
03/12/2016;12;21;33;37;65;67;80;SERGIPE/SE;;;;;;;;;;;;;;;;;
06/12/2016;12;26;28;47;57;64;75;PALMAS/TO;;;;;;;;;;;;;;;;;
08/12/2016;7;49;51;61;64;65;76;PALMAS/TO;;;;;;;;;;;;;;;;;
10/12/2016;2;9;14;30;46;68;75;CRB/AL;;;;;;;;;;;;;;;;;
13/12/2016;4;11;17;36;45;58;77;SPORT/PE;;;;;;;;;;;;;;;;;
15/12/2016;16;46;48;54;62;64;67;MIXTO/MT;;;;;;;;;;;;;;;;;
17/12/2016;13;20;32;40;52;62;70;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
20/12/2016;4;5;27;38;41;49;55;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
22/12/2016;33;44;51;65;68;72;79;CRB/AL;;;;;;;;;;;;;;;;;
24/12/2016;4;17;35;36;43;44;75;REMO/PA;;;;;;;;;;;;;;;;;
27/12/2016;5;9;11;27;28;44;50;REMO/PA;;;;;;;;;;;;;;;;;
29/12/2016;13;20;35;44;50;56;75;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
31/12/2016;1;13;14;18;22;41;53;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
03/01/2017;3;39;41;42;48;71;76;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
05/01/2017;5;52;57;59;65;71;75;RIVER/PI;;;;;;;;;;;;;;;;;
07/01/2017;1;21;28;53;56;60;64;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
10/01/2017;10;33;36;59;61;76;78;BAHIA/BA;;;;;;;;;;;;;;;;;
12/01/2017;3;19;24;48;64;67;70;PALMAS/TO;;;;;;;;;;;;;;;;;
14/01/2017;5;15;16;23;39;49;54;BARUERI/SP;;;;;;;;;;;;;;;;;
17/01/2017;6;20;21;29;42;57;60;JUVENTUS/SP;;;;;;;;;;;;;;;;;
19/01/2017;5;38;48;59;71;74;75;BARUERI/SP;;;;;;;;;;;;;;;;;
21/01/2017;3;4;11;18;19;40;62;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
24/01/2017;1;10;11;13;36;49;66;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
26/01/2017;1;5;8;28;30;38;49;AMêRICA/RJ;;;;;;;;;;;;;;;;;
28/01/2017;16;19;26;37;40;69;73;BAHIA/BA;;;;;;;;;;;;;;;;;
31/01/2017;1;26;34;56;59;65;70;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
02/02/2017;8;12;46;51;53;63;72;SANTOS/SP;;;;;;;;;;;;;;;;;
04/02/2017;5;10;19;30;40;42;63;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
07/02/2017;4;7;34;66;71;73;75;U BARBARENSE;;;;;;;;;;;;;;;;;
09/02/2017;22;30;38;47;57;70;78;PARANµ/PR;;;;;;;;;;;;;;;;;
11/02/2017;7;40;49;52;54;74;75;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
14/02/2017;5;14;20;65;66;69;80;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
16/02/2017;2;27;29;39;47;71;80;SANTO ANDRE/SP;;;;;;;;;;;;;;;;;
18/02/2017;2;7;10;38;41;50;78;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
21/02/2017;20;27;29;42;56;61;70;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
23/02/2017;18;26;31;54;55;76;80;RIVER/PI;;;;;;;;;;;;;;;;;
25/02/2017;2;50;56;67;71;74;80;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
02/03/2017;11;22;32;41;43;47;80;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
04/03/2017;19;24;39;62;71;72;74;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
07/03/2017;11;28;34;39;44;49;50;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
09/03/2017;11;29;39;61;65;67;73;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
11/03/2017;1;14;22;31;38;51;67;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
14/03/2017;32;37;38;43;52;71;74;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
16/03/2017;13;20;22;33;44;72;79;JOINVILLE/SC;;;;;;;;;;;;;;;;;
18/03/2017;3;35;38;49;65;71;75;CORITIBA/PR;;;;;;;;;;;;;;;;;
21/03/2017;7;19;24;42;45;59;65;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
23/03/2017;38;51;66;68;69;74;80;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
25/03/2017;10;23;26;40;52;53;71;P.  DESPORTOS/SP;;;;;;;;;;;;;;;;;
28/03/2017;15;25;30;40;50;57;79;GOIµS/GO;;;;;;;;;;;;;;;;;
30/03/2017;1;2;18;27;62;78;79;SANTO ANDRE/SP;;;;;;;;;;;;;;;;;
01/04/2017;2;17;28;31;32;63;68;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
04/04/2017;18;31;37;47;50;70;71;ATLêTICO/MG;;;;;;;;;;;;;;;;;
06/04/2017;3;5;16;28;41;60;75;AMERICANO/RJ;;;;;;;;;;;;;;;;;
08/04/2017;5;13;38;44;46;63;74;YPIRANGA/AP;;;;;;;;;;;;;;;;;
11/04/2017;8;15;19;47;67;71;73;LONDRINA/PR;;;;;;;;;;;;;;;;;
13/04/2017;4;9;24;29;37;45;61;ATLêTICO/GO;;;;;;;;;;;;;;;;;
15/04/2017;2;3;13;18;24;28;44;S«O  CAETANO/SP;;;;;;;;;;;;;;;;;
18/04/2017;6;27;39;53;58;72;75;BARUERI/SP;;;;;;;;;;;;;;;;;
20/04/2017;14;20;35;40;56;58;65;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
22/04/2017;4;20;37;43;48;52;68;IPATINGA/MG;;;;;;;;;;;;;;;;;
25/04/2017;26;34;42;53;66;77;79;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
27/04/2017;4;14;29;38;50;64;70;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
29/04/2017;1;18;29;34;52;53;55;OPERARIO/MS;;;;;;;;;;;;;;;;;
02/05/2017;17;51;53;68;74;77;78;ITUANO/SP;;;;;;;;;;;;;;;;;
04/05/2017;11;15;51;61;62;72;77;CEARµ/CE;;;;;;;;;;;;;;;;;
06/05/2017;1;5;17;20;42;43;72;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
09/05/2017;2;20;24;26;41;66;67;GAMA/DF;;;;;;;;;;;;;;;;;
11/05/2017;8;26;35;38;46;52;69;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
13/05/2017;3;12;20;23;34;49;62;U BARBARENSE;;;;;;;;;;;;;;;;;
16/05/2017;14;17;49;62;74;77;79;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
18/05/2017;26;27;28;46;64;70;73;TREZE/PB;;;;;;;;;;;;;;;;;
20/05/2017;9;35;40;45;46;68;74;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
23/05/2017;18;29;37;49;58;78;80;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
25/05/2017;4;5;25;49;50;60;79;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
27/05/2017;8;16;24;45;50;55;76;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
30/05/2017;25;31;35;36;41;57;69;ATLêTICO/MG;;;;;;;;;;;;;;;;;
01/06/2017;20;21;31;37;49;62;68;REMO/PA;;;;;;;;;;;;;;;;;
03/06/2017;5;7;19;40;64;72;75;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
06/06/2017;6;8;12;47;67;69;79;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
08/06/2017;2;17;37;70;71;74;79;S«O PAULO/SP;;;;;;;;;;;;;;;;;
10/06/2017;17;27;49;53;56;57;79;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
13/06/2017;2;23;35;49;58;63;71;VILA NOVA/GO;;;;;;;;;;;;;;;;;
17/06/2017;19;45;49;50;68;74;78;GAMA/DF;;;;;;;;;;;;;;;;;
20/06/2017;4;11;45;57;67;73;80;AMêRICA/RN;;;;;;;;;;;;;;;;;
22/06/2017;6;15;23;32;57;62;76;ITUANO/SP;;;;;;;;;;;;;;;;;
24/06/2017;4;12;22;31;36;40;59;NµUTICO/PE;;;;;;;;;;;;;;;;;
27/06/2017;7;11;31;47;65;67;77;SANTOS/SP;;;;;;;;;;;;;;;;;
29/06/2017;6;8;28;33;48;60;70;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
01/07/2017;4;22;24;64;66;77;78;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
04/07/2017;1;3;10;20;26;38;56;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
06/07/2017;9;13;46;59;65;72;79;AMêRICA/RJ;;;;;;;;;;;;;;;;;
08/07/2017;14;20;22;25;27;45;69;AMERICANO/RJ;;;;;;;;;;;;;;;;;
11/07/2017;31;35;43;47;49;57;65;YPIRANGA/AP;;;;;;;;;;;;;;;;;
13/07/2017;9;29;30;45;46;51;73;ABC/RN;;;;;;;;;;;;;;;;;
15/07/2017;5;9;16;29;33;53;76;PARANµ/PR;;;;;;;;;;;;;;;;;
18/07/2017;2;3;5;17;26;30;46;GR“MIO/RS;;;;;;;;;;;;;;;;;
20/07/2017;6;14;16;25;36;44;62;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
22/07/2017;4;24;28;34;40;41;66;YPIRANGA/AP;;;;;;;;;;;;;;;;;
25/07/2017;2;10;13;23;28;34;44;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
27/07/2017;5;25;40;51;67;69;72;CRB/AL;;;;;;;;;;;;;;;;;
29/07/2017;6;26;34;42;44;70;74;MIXTO/MT;;;;;;;;;;;;;;;;;
01/08/2017;6;8;16;25;29;49;70;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
03/08/2017;3;7;42;49;50;59;78;JUVENTUS/SP;;;;;;;;;;;;;;;;;
05/08/2017;16;18;21;38;41;48;54;AMERICANO/RJ;;;;;;;;;;;;;;;;;
08/08/2017;11;18;34;55;66;69;76;JUVENTUS/SP;;;;;;;;;;;;;;;;;
10/08/2017;5;6;18;19;28;38;69;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
12/08/2017;2;11;19;37;43;64;72;SPORT/PE;;;;;;;;;;;;;;;;;
15/08/2017;13;20;33;38;41;53;72;OPERARIO/MS;;;;;;;;;;;;;;;;;
17/08/2017;5;12;20;23;50;66;76;GR“MIO/RS;;;;;;;;;;;;;;;;;
19/08/2017;3;34;38;46;71;76;79;VILA NOVA/GO;;;;;;;;;;;;;;;;;
22/08/2017;4;5;11;20;21;34;36;GR“MIO/RS;;;;;;;;;;;;;;;;;
24/08/2017;8;32;38;72;74;79;80;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
26/08/2017;1;11;19;29;41;73;79;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
29/08/2017;4;50;57;67;73;76;78;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
31/08/2017;15;18;27;52;57;61;69;NACIONAL/AM;;;;;;;;;;;;;;;;;
02/09/2017;12;35;44;50;51;62;74;AVA÷/SC;;;;;;;;;;;;;;;;;
05/09/2017;3;26;34;46;61;73;75;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
09/09/2017;3;27;38;43;51;61;68;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
12/09/2017;2;22;23;32;43;46;70;LONDRINA/PR;;;;;;;;;;;;;;;;;
14/09/2017;19;28;34;35;49;54;80;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
16/09/2017;3;39;40;47;62;75;80;PAYSANDU/PA;;;;;;;;;;;;;;;;;
19/09/2017;10;14;16;30;48;67;69;BAHIA/BA;;;;;;;;;;;;;;;;;
21/09/2017;17;18;25;32;42;45;63;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
23/09/2017;1;6;13;15;19;35;66;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
26/09/2017;12;28;37;44;59;66;75;AMêRICA/MG;;;;;;;;;;;;;;;;;
28/09/2017;5;49;53;58;63;68;69;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
30/09/2017;44;50;51;55;66;72;74;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
03/10/2017;10;16;25;32;44;54;73;AMERICANO/RJ;;;;;;;;;;;;;;;;;
05/10/2017;5;10;15;26;36;52;55;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
07/10/2017;36;37;40;54;59;61;67;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
10/10/2017;1;33;44;46;52;60;67;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
14/10/2017;19;37;40;41;64;78;79;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
17/10/2017;5;13;14;34;46;51;67;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
19/10/2017;12;24;60;68;70;71;74;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
21/10/2017;12;30;36;45;49;57;64;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
24/10/2017;1;4;19;25;37;45;62;PALMAS/TO;;;;;;;;;;;;;;;;;
26/10/2017;6;13;29;36;43;58;62;CRB/AL;;;;;;;;;;;;;;;;;
28/10/2017;4;32;40;49;66;72;77;AVA÷/SC;;;;;;;;;;;;;;;;;
31/10/2017;5;16;18;41;45;51;66;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
04/11/2017;11;12;29;30;35;38;71;AMERICANO/RJ;;;;;;;;;;;;;;;;;
07/11/2017;19;36;40;47;60;67;73;RORAIMA/RR;;;;;;;;;;;;;;;;;
09/11/2017;1;19;34;55;56;58;68;TREZE/PB;;;;;;;;;;;;;;;;;
11/11/2017;35;36;38;40;50;57;74;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
14/11/2017;13;17;24;29;38;42;53;CORITIBA/PR;;;;;;;;;;;;;;;;;
16/11/2017;4;7;22;28;31;39;76;OPERARIO/MS;;;;;;;;;;;;;;;;;
18/11/2017;9;10;11;43;45;48;76;CRB/AL;;;;;;;;;;;;;;;;;
21/11/2017;5;16;32;33;40;50;71;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
23/11/2017;4;24;42;55;72;77;78;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
25/11/2017;13;28;31;57;63;66;71;AMêRICA/RJ;;;;;;;;;;;;;;;;;
28/11/2017;5;23;26;28;44;51;69;RORAIMA/RR;;;;;;;;;;;;;;;;;
30/11/2017;10;15;23;34;48;71;72;PALMAS/TO;;;;;;;;;;;;;;;;;
02/12/2017;8;31;33;41;45;67;73;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
05/12/2017;5;9;24;38;46;50;51;AMêRICA/RJ;;;;;;;;;;;;;;;;;
07/12/2017;2;38;50;64;66;72;76;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
09/12/2017;7;15;22;53;61;73;75;PAYSANDU/PA;;;;;;;;;;;;;;;;;
12/12/2017;5;19;23;36;55;57;71;ATLêTICO/GO;;;;;;;;;;;;;;;;;
14/12/2017;10;19;36;37;38;52;77;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
16/12/2017;4;35;40;50;55;73;76;TREZE/PB;;;;;;;;;;;;;;;;;
19/12/2017;2;3;20;56;60;66;75;ATLêTICO/GO;;;;;;;;;;;;;;;;;
21/12/2017;3;28;32;35;41;42;44;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
23/12/2017;12;18;22;57;69;71;75;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
26/12/2017;1;9;14;34;41;45;72;AMERICANO/RJ;;;;;;;;;;;;;;;;;
28/12/2017;4;21;23;40;44;61;68;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
30/12/2017;1;7;36;40;63;65;75;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
04/01/2018;1;5;8;29;34;45;80;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
06/01/2018;20;24;27;53;75;76;80;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
09/01/2018;8;21;29;31;39;73;80;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
11/01/2018;4;6;26;27;36;44;55;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
13/01/2018;7;20;30;37;49;50;53;FORTALEZA/CE;;;;;;;;;;;;;;;;;
16/01/2018;5;11;17;51;52;57;75;CRB/AL;;;;;;;;;;;;;;;;;
18/01/2018;3;11;28;29;37;47;72;AMêRICA/RN;;;;;;;;;;;;;;;;;
20/01/2018;6;20;23;30;48;73;74;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
23/01/2018;4;28;31;36;45;56;61;A B C/RN;;;;;;;;;;;;;;;;;
25/01/2018;4;11;16;21;39;50;51;PAULISTA/SP;;;;;;;;;;;;;;;;;
27/01/2018;15;22;24;47;52;72;79;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
30/01/2018;1;6;16;21;23;39;41;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
01/02/2018;2;19;42;54;56;69;72;PALMAS/TO;;;;;;;;;;;;;;;;;
03/02/2018;19;23;36;45;57;68;73;NACIONAL/AM;;;;;;;;;;;;;;;;;
06/02/2018;3;22;27;30;53;60;74;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
08/02/2018;10;30;37;38;69;70;78;RORAIMA/RR;;;;;;;;;;;;;;;;;
10/02/2018;6;11;14;36;56;66;68;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
