Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time Coraá∆o;;;;;;;;;;;;;;;;;
18/02/2012;19;21;28;38;52;57;58;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
22/02/2012;10;21;22;39;47;57;64;PAYSANDU/PA;;;;;;;;;;;;;;;;;
25/02/2012;6;11;23;57;58;59;71;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
01/03/2012;18;21;33;34;46;51;69;NACIONAL/AM;;;;;;;;;;;;;;;;;
03/03/2012;13;16;23;39;40;42;54;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
07/03/2012;10;11;13;16;26;31;48;AMêRICA/MG;;;;;;;;;;;;;;;;;
10/03/2012;5;10;13;15;35;60;80;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
14/03/2012;15;17;20;31;34;37;42;SPORT/PE;;;;;;;;;;;;;;;;;
17/03/2012;7;11;12;19;21;26;75;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
21/03/2012;3;4;12;30;68;71;72;NµUTICO/PE;;;;;;;;;;;;;;;;;
24/03/2012;6;21;28;48;59;69;71;GOIµS/GO;;;;;;;;;;;;;;;;;
28/03/2012;13;26;27;41;57;65;71;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
31/03/2012;3;5;6;17;32;35;74;REMO/PA;;;;;;;;;;;;;;;;;
04/04/2012;10;24;48;50;52;55;80;ATLêTICO/MG;;;;;;;;;;;;;;;;;
07/04/2012;2;27;42;58;59;68;80;YPIRANGA/AP;;;;;;;;;;;;;;;;;
11/04/2012;24;31;32;35;41;49;75;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
14/04/2012;32;40;51;53;63;70;73;SANTO ANDRE/SP;;;;;;;;;;;;;;;;;
18/04/2012;5;13;49;61;65;72;80;SPORT/PE;;;;;;;;;;;;;;;;;
20/04/2012;2;7;8;17;47;61;70;ATLêTICO/GO;;;;;;;;;;;;;;;;;
25/04/2012;2;9;16;24;33;38;67;AMERICANO/RJ;;;;;;;;;;;;;;;;;
28/04/2012;9;19;20;32;65;66;70;ATLêTICO/GO;;;;;;;;;;;;;;;;;
02/05/2012;3;12;21;29;33;56;69;SERGIPE/SE;;;;;;;;;;;;;;;;;
05/05/2012;5;11;12;17;43;45;64;RORAIMA/RR;;;;;;;;;;;;;;;;;
09/05/2012;19;33;42;52;58;71;73;U BARBARENSE;;;;;;;;;;;;;;;;;
12/05/2012;10;30;32;35;44;48;54;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
16/05/2012;4;6;51;52;58;60;63;IPATINGA/MG;;;;;;;;;;;;;;;;;
19/05/2012;14;25;27;32;33;44;75;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
23/05/2012;6;21;40;60;65;70;72;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
26/05/2012;3;9;27;33;43;66;80;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
30/05/2012;18;21;22;31;55;60;70;BANGU/RJ;;;;;;;;;;;;;;;;;
02/06/2012;10;35;39;43;54;55;69;PAULISTA/SP;;;;;;;;;;;;;;;;;
06/06/2012;16;24;46;60;66;71;76;LONDRINA/PR;;;;;;;;;;;;;;;;;
09/06/2012;3;19;34;46;50;65;66;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
13/06/2012;6;24;25;31;34;41;46;AMêRICA/MG;;;;;;;;;;;;;;;;;
16/06/2012;12;25;28;39;47;55;74;ABC/RN;;;;;;;;;;;;;;;;;
20/06/2012;2;3;31;57;67;68;70;MIXTO/MT;;;;;;;;;;;;;;;;;
23/06/2012;5;16;20;23;45;56;60;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
27/06/2012;9;12;13;35;59;63;64;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
30/06/2012;25;29;38;55;65;69;73;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
04/07/2012;21;61;63;67;71;73;79;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
07/07/2012;4;25;30;32;35;42;79;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
11/07/2012;5;11;16;41;47;57;71;SERGIPE/SE;;;;;;;;;;;;;;;;;
14/07/2012;6;7;10;30;34;45;63;AMêRICA/RN;;;;;;;;;;;;;;;;;
18/07/2012;5;16;25;45;60;64;65;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
21/07/2012;2;18;45;48;66;76;80;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
25/07/2012;20;26;32;33;36;58;76;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
28/07/2012;5;7;25;40;45;75;79;U BARBARENSE;;;;;;;;;;;;;;;;;
01/08/2012;24;37;40;41;54;57;71;GR“MIO/RS;;;;;;;;;;;;;;;;;
04/08/2012;4;18;48;54;66;68;79;BAHIA/BA;;;;;;;;;;;;;;;;;
08/08/2012;7;20;33;41;45;49;50;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
11/08/2012;5;19;26;57;63;73;75;AVA÷/SC;;;;;;;;;;;;;;;;;
15/08/2012;12;27;31;33;43;60;71;SERGIPE/SE;;;;;;;;;;;;;;;;;
18/08/2012;12;13;18;31;40;47;57;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
22/08/2012;3;6;14;46;47;57;80;GOIµS/GO;;;;;;;;;;;;;;;;;
25/08/2012;8;22;30;39;42;45;63;PAULISTA/SP;;;;;;;;;;;;;;;;;
29/08/2012;4;22;25;32;40;54;76;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
01/09/2012;12;13;22;33;38;72;76;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
05/09/2012;2;7;21;22;33;45;79;YPIRANGA/AP;;;;;;;;;;;;;;;;;
08/09/2012;11;18;42;45;55;57;77;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
12/09/2012;21;29;45;54;58;72;80;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
15/09/2012;6;13;14;39;43;68;70;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
19/09/2012;1;4;18;52;54;59;61;GAMA/DF;;;;;;;;;;;;;;;;;
22/09/2012;1;6;19;47;52;59;70;AVA÷/SC;;;;;;;;;;;;;;;;;
26/09/2012;6;25;38;44;65;66;74;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
29/09/2012;8;22;37;57;63;79;80;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
03/10/2012;10;16;24;33;57;72;73;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
06/10/2012;4;6;13;25;28;62;70;CRB/AL;;;;;;;;;;;;;;;;;
10/10/2012;2;16;18;36;39;53;66;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
13/10/2012;11;21;23;46;64;73;80;PARANµ/PR;;;;;;;;;;;;;;;;;
17/10/2012;1;14;17;28;64;65;78;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
20/10/2012;4;10;21;31;33;42;69;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
24/10/2012;16;24;29;50;75;77;79;GOIµS/GO;;;;;;;;;;;;;;;;;
27/10/2012;6;33;37;38;55;61;64;NACIONAL/AM;;;;;;;;;;;;;;;;;
31/10/2012;7;37;44;49;63;66;70;TREZE/PB;;;;;;;;;;;;;;;;;
03/11/2012;1;8;19;47;60;62;78;ATLêTICO/MG;;;;;;;;;;;;;;;;;
07/11/2012;9;20;33;49;58;61;73;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
10/11/2012;11;12;13;51;52;65;75;ITUANO/SP;;;;;;;;;;;;;;;;;
14/11/2012;3;4;20;53;63;66;68;AMêRICA/MG;;;;;;;;;;;;;;;;;
17/11/2012;2;17;18;32;58;59;71;AMêRICA/RJ;;;;;;;;;;;;;;;;;
21/11/2012;2;4;8;24;33;50;65;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
24/11/2012;11;12;48;49;52;63;78;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
28/11/2012;11;20;37;43;44;55;57;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
01/12/2012;15;25;53;62;76;77;80;S«O PAULO/SP;;;;;;;;;;;;;;;;;
05/12/2012;15;22;47;48;53;66;80;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
08/12/2012;20;23;25;26;32;47;71;CEARµ/CE;;;;;;;;;;;;;;;;;
12/12/2012;9;12;15;19;29;51;65;TREZE/PB;;;;;;;;;;;;;;;;;
15/12/2012;11;16;20;23;52;53;74;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
19/12/2012;4;11;39;43;56;69;79;REMO/PA;;;;;;;;;;;;;;;;;
22/12/2012;8;10;16;44;49;57;73;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
26/12/2012;4;11;20;31;60;62;73;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
29/12/2012;16;24;35;38;39;41;51;SANTOS/SP;;;;;;;;;;;;;;;;;
02/01/2013;7;20;21;24;25;48;54;OLARIA/RJ;;;;;;;;;;;;;;;;;
05/01/2013;4;7;10;17;22;35;61;MIXTO/MT;;;;;;;;;;;;;;;;;
09/01/2013;30;35;41;52;56;59;79;SANTOS/SP;;;;;;;;;;;;;;;;;
12/01/2013;7;8;24;28;42;63;65;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
16/01/2013;7;9;23;24;34;44;64;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
19/01/2013;3;32;35;52;67;72;79;AMêRICA/RN;;;;;;;;;;;;;;;;;
23/01/2013;6;8;29;48;63;66;76;AMêRICA/MG;;;;;;;;;;;;;;;;;
26/01/2013;6;27;54;58;61;63;70;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
30/01/2013;1;23;34;36;41;42;43;NµUTICO/PE;;;;;;;;;;;;;;;;;
02/02/2013;21;22;32;44;45;46;67;VILA NOVA/GO;;;;;;;;;;;;;;;;;
06/02/2013;7;37;48;53;54;78;80;S«O PAULO/SP;;;;;;;;;;;;;;;;;
09/02/2013;2;20;55;58;64;65;75;GAMA/DF;;;;;;;;;;;;;;;;;
13/02/2013;10;31;33;39;51;59;70;BANGU/RJ;;;;;;;;;;;;;;;;;
16/02/2013;17;20;34;45;59;72;74;AMêRICA/RJ;;;;;;;;;;;;;;;;;
20/02/2013;20;30;36;40;47;49;58;REMO/PA;;;;;;;;;;;;;;;;;
23/02/2013;3;23;28;31;48;49;63;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
27/02/2013;1;20;34;45;57;71;72;SERGIPE/SE;;;;;;;;;;;;;;;;;
02/03/2013;16;47;57;65;73;74;80;PARANµ/PR;;;;;;;;;;;;;;;;;
06/03/2013;1;14;19;20;24;29;42;S«O PAULO/SP;;;;;;;;;;;;;;;;;
09/03/2013;11;42;45;65;68;69;80;SERGIPE/SE;;;;;;;;;;;;;;;;;
13/03/2013;16;19;24;32;41;65;77;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
16/03/2013;38;40;53;55;73;77;79;AVA÷/SC;;;;;;;;;;;;;;;;;
20/03/2013;8;14;32;46;51;64;67;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
23/03/2013;7;16;21;26;32;50;62;RIVER/PI;;;;;;;;;;;;;;;;;
27/03/2013;12;13;22;28;53;66;78;REMO/PA;;;;;;;;;;;;;;;;;
30/03/2013;4;30;32;33;55;65;70;CRB/AL;;;;;;;;;;;;;;;;;
03/04/2013;6;47;51;63;73;75;77;PALMAS/TO;;;;;;;;;;;;;;;;;
06/04/2013;9;15;27;31;46;63;75;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
09/04/2013;5;34;41;56;64;73;75;BAHIA/BA;;;;;;;;;;;;;;;;;
11/04/2013;6;10;18;32;33;37;58;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
13/04/2013;2;15;21;49;54;67;79;ATLêTICO/GO;;;;;;;;;;;;;;;;;
16/04/2013;10;23;29;39;44;62;70;RORAIMA/RR;;;;;;;;;;;;;;;;;
18/04/2013;31;33;61;64;66;67;76;ITUANO/SP;;;;;;;;;;;;;;;;;
20/04/2013;13;20;36;40;44;60;79;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
23/04/2013;1;12;35;41;45;54;55;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
25/04/2013;2;16;27;38;49;56;69;REMO/PA;;;;;;;;;;;;;;;;;
27/04/2013;16;22;28;36;41;43;44;CORITIBA/PR;;;;;;;;;;;;;;;;;
30/04/2013;6;25;31;32;39;44;60;NµUTICO/PE;;;;;;;;;;;;;;;;;
02/05/2013;2;3;5;16;24;44;70;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
04/05/2013;23;32;37;45;56;66;67;LONDRINA/PR;;;;;;;;;;;;;;;;;
07/05/2013;1;12;17;40;42;65;79;ATLêTICO/GO;;;;;;;;;;;;;;;;;
09/05/2013;4;6;8;31;39;43;52;SPORT/PE;;;;;;;;;;;;;;;;;
11/05/2013;4;35;45;46;71;72;77;NµUTICO/PE;;;;;;;;;;;;;;;;;
14/05/2013;13;16;29;44;70;78;80;IPATINGA/MG;;;;;;;;;;;;;;;;;
16/05/2013;2;6;7;19;24;54;68;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
18/05/2013;6;20;28;32;43;45;75;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
21/05/2013;13;16;31;45;63;67;74;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
23/05/2013;6;13;14;25;39;48;74;GR“MIO/RS;;;;;;;;;;;;;;;;;
25/05/2013;5;6;38;40;47;61;75;BANGU/RJ;;;;;;;;;;;;;;;;;
28/05/2013;11;21;28;32;54;78;79;S«O PAULO/SP;;;;;;;;;;;;;;;;;
01/06/2013;1;2;28;44;46;48;72;BARUERI/SP;;;;;;;;;;;;;;;;;
04/06/2013;11;21;28;31;58;64;70;SANTOS/SP;;;;;;;;;;;;;;;;;
06/06/2013;1;4;17;36;43;72;79;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
08/06/2013;10;21;25;27;47;60;80;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
11/06/2013;15;22;34;36;53;57;58;JUVENTUS/SP;;;;;;;;;;;;;;;;;
13/06/2013;1;6;9;10;16;23;24;ATLêTICO/GO;;;;;;;;;;;;;;;;;
15/06/2013;15;30;37;45;57;60;78;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
18/06/2013;17;20;29;36;42;52;74;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
20/06/2013;1;6;36;46;62;69;70;RORAIMA/RR;;;;;;;;;;;;;;;;;
22/06/2013;12;27;39;54;56;58;72;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
25/06/2013;13;19;20;23;38;60;63;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
27/06/2013;1;15;39;43;50;53;66;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
29/06/2013;8;13;51;53;71;73;79;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
02/07/2013;3;11;35;46;56;72;79;ITUANO/SP;;;;;;;;;;;;;;;;;
04/07/2013;9;17;28;38;46;64;76;BARUERI/SP;;;;;;;;;;;;;;;;;
06/07/2013;15;29;35;43;57;65;77;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
09/07/2013;10;23;25;29;49;51;70;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
11/07/2013;1;16;21;32;42;63;80;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
13/07/2013;10;24;36;38;53;64;69;VILA NOVA/GO;;;;;;;;;;;;;;;;;
16/07/2013;6;9;15;24;27;44;76;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
18/07/2013;20;22;29;36;44;48;78;FORTALEZA/CE;;;;;;;;;;;;;;;;;
20/07/2013;37;38;40;67;70;74;79;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
23/07/2013;1;5;32;46;57;66;79;AMERICANO/RJ;;;;;;;;;;;;;;;;;
25/07/2013;2;10;42;58;61;68;69;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
27/07/2013;18;21;23;60;70;76;78;AMêRICA/MG;;;;;;;;;;;;;;;;;
30/07/2013;11;17;24;36;43;72;73;JOINVILLE/SC;;;;;;;;;;;;;;;;;
01/08/2013;2;9;25;40;46;68;72;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
03/08/2013;12;25;30;31;64;66;77;ATLêTICO/GO;;;;;;;;;;;;;;;;;
06/08/2013;2;8;10;14;41;44;50;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
08/08/2013;9;18;29;39;46;52;60;BAHIA/BA;;;;;;;;;;;;;;;;;
10/08/2013;3;4;11;22;24;67;76;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
13/08/2013;11;12;28;39;57;70;71;CSA/AL;;;;;;;;;;;;;;;;;
15/08/2013;4;5;48;55;63;66;68;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
17/08/2013;2;12;16;37;45;60;76;OPERARIO/MS;;;;;;;;;;;;;;;;;
20/08/2013;12;23;39;47;62;71;79;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
22/08/2013;11;31;43;50;64;66;72;RORAIMA/RR;;;;;;;;;;;;;;;;;
24/08/2013;1;19;34;40;42;53;80;RIVER/PI;;;;;;;;;;;;;;;;;
27/08/2013;11;14;16;24;33;56;79;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
29/08/2013;18;25;36;49;59;65;77;NµUTICO/PE;;;;;;;;;;;;;;;;;
31/08/2013;22;37;38;48;56;64;75;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
03/09/2013;18;20;43;56;65;66;71;PORT DESPORT;;;;;;;;;;;;;;;;;
05/09/2013;7;11;12;18;20;28;63;VILA NOVA/GO;;;;;;;;;;;;;;;;;
10/09/2013;32;55;63;65;70;71;73;BARUERI/SP;;;;;;;;;;;;;;;;;
12/09/2013;5;25;38;48;57;62;63;PAULISTA/SP;;;;;;;;;;;;;;;;;
14/09/2013;28;36;63;64;65;68;76;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
17/09/2013;13;29;43;45;48;58;73;S«O PAULO/SP;;;;;;;;;;;;;;;;;
19/09/2013;12;14;28;41;55;68;71;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
21/09/2013;11;27;38;43;47;63;69;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
24/09/2013;26;29;31;44;65;72;80;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
26/09/2013;10;12;28;35;38;60;68;SANTOS/SP;;;;;;;;;;;;;;;;;
28/09/2013;3;6;25;26;37;76;78;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
01/10/2013;15;16;21;33;35;55;80;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
03/10/2013;12;26;31;36;55;71;79;GR“MIO/RS;;;;;;;;;;;;;;;;;
05/10/2013;4;28;29;33;39;47;71;GR“MIO/RS;;;;;;;;;;;;;;;;;
08/10/2013;4;5;19;24;28;30;48;FORTALEZA/CE;;;;;;;;;;;;;;;;;
10/10/2013;27;39;42;51;56;61;77;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
15/10/2013;5;42;48;52;55;57;78;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
17/10/2013;15;30;34;36;37;57;60;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
19/10/2013;2;4;7;49;66;69;77;VILA NOVA/GO;;;;;;;;;;;;;;;;;
22/10/2013;13;17;28;45;46;77;79;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
24/10/2013;4;13;48;55;60;62;80;YPIRANGA/AP;;;;;;;;;;;;;;;;;
26/10/2013;2;20;21;30;57;65;76;PAULISTA/SP;;;;;;;;;;;;;;;;;
29/10/2013;1;16;42;46;51;60;77;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
31/10/2013;6;22;33;40;49;56;74;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
05/11/2013;3;6;19;46;50;61;62;FORTALEZA/CE;;;;;;;;;;;;;;;;;
07/11/2013;20;34;43;44;69;70;75;JUVENTUS/SP;;;;;;;;;;;;;;;;;
09/11/2013;6;20;31;34;42;49;79;AMêRICA/RN;;;;;;;;;;;;;;;;;
12/11/2013;17;35;37;48;53;56;80;MIXTO/MT;;;;;;;;;;;;;;;;;
14/11/2013;11;13;28;42;50;66;67;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
16/11/2013;9;11;44;57;65;75;78;ATLêTICO/GO;;;;;;;;;;;;;;;;;
19/11/2013;12;16;28;30;33;49;61;SANTOS/SP;;;;;;;;;;;;;;;;;
21/11/2013;14;33;38;57;66;70;79;AMERICANO/RJ;;;;;;;;;;;;;;;;;
23/11/2013;1;2;23;33;38;47;51;GR“MIO/RS;;;;;;;;;;;;;;;;;
26/11/2013;33;34;41;44;65;74;79;NACIONAL/AM;;;;;;;;;;;;;;;;;
28/11/2013;7;8;39;40;55;75;76;PAYSANDU/PA;;;;;;;;;;;;;;;;;
30/11/2013;14;21;39;41;42;48;50;LONDRINA/PR;;;;;;;;;;;;;;;;;
03/12/2013;8;21;28;32;58;61;65;U BARBARENSE;;;;;;;;;;;;;;;;;
05/12/2013;25;28;33;35;47;51;80;PAULISTA/SP;;;;;;;;;;;;;;;;;
07/12/2013;6;23;28;29;45;53;72;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
10/12/2013;7;10;44;52;69;79;80;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
12/12/2013;3;13;31;43;63;66;79;FORTALEZA/CE;;;;;;;;;;;;;;;;;
14/12/2013;4;7;11;19;39;59;63;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
17/12/2013;5;8;26;35;41;43;69;BAHIA/BA;;;;;;;;;;;;;;;;;
19/12/2013;26;29;41;44;68;71;73;GOIµS/GO;;;;;;;;;;;;;;;;;
21/12/2013;9;17;21;26;70;78;79;ABC/RN;;;;;;;;;;;;;;;;;
24/12/2013;1;21;30;58;59;71;80;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
26/12/2013;8;15;22;32;36;42;57;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
28/12/2013;1;13;44;47;56;59;75;ATLêTICO/GO;;;;;;;;;;;;;;;;;
31/12/2013;48;52;57;61;73;76;77;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
02/01/2014;25;27;31;32;59;67;80;PALMAS/TO;;;;;;;;;;;;;;;;;
04/01/2014;6;10;17;20;42;48;53;AVA÷/SC;;;;;;;;;;;;;;;;;
07/01/2014;23;39;50;59;61;65;72;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
09/01/2014;4;24;36;56;67;72;78;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
11/01/2014;12;15;26;38;58;77;80;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
14/01/2014;8;13;37;42;45;61;66;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
16/01/2014;1;11;17;18;47;63;80;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
18/01/2014;12;13;20;35;46;70;80;PORT DESPORT;;;;;;;;;;;;;;;;;
21/01/2014;26;31;42;44;50;67;77;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
23/01/2014;22;36;40;50;53;60;78;IPATINGA/MG;;;;;;;;;;;;;;;;;
25/01/2014;10;21;33;45;49;58;70;OLARIA/RJ;;;;;;;;;;;;;;;;;
28/01/2014;23;50;54;61;66;72;74;GAMA/DF;;;;;;;;;;;;;;;;;
30/01/2014;18;19;30;32;42;63;70;PAULISTA/SP;;;;;;;;;;;;;;;;;
01/02/2014;4;10;35;36;54;55;56;ITUANO/SP;;;;;;;;;;;;;;;;;
04/02/2014;1;4;22;27;32;61;70;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
06/02/2014;7;15;20;34;47;59;75;AVA÷/SC;;;;;;;;;;;;;;;;;
08/02/2014;2;28;33;47;61;65;77;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
11/02/2014;17;28;35;44;53;66;79;SPORT/PE;;;;;;;;;;;;;;;;;
13/02/2014;7;32;35;42;56;57;75;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
15/02/2014;5;14;33;41;49;64;73;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
18/02/2014;6;10;54;62;66;67;72;RORAIMA/RR;;;;;;;;;;;;;;;;;
20/02/2014;10;45;60;67;73;76;77;PALMAS/TO;;;;;;;;;;;;;;;;;
22/02/2014;2;4;19;36;46;57;63;AMERICANO/RJ;;;;;;;;;;;;;;;;;
25/02/2014;5;8;20;34;37;39;47;LONDRINA/PR;;;;;;;;;;;;;;;;;
27/02/2014;7;23;26;33;46;48;75;YPIRANGA/AP;;;;;;;;;;;;;;;;;
01/03/2014;17;28;31;39;49;66;70;SANTOS/SP;;;;;;;;;;;;;;;;;
06/03/2014;15;17;31;39;44;49;72;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
08/03/2014;20;21;33;45;62;71;75;MIXTO/MT;;;;;;;;;;;;;;;;;
11/03/2014;4;18;29;56;59;69;75;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
13/03/2014;1;21;22;35;42;66;75;NACIONAL/AM;;;;;;;;;;;;;;;;;
15/03/2014;26;42;45;46;59;63;80;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
18/03/2014;2;19;27;40;45;63;73;OLARIA/RJ;;;;;;;;;;;;;;;;;
20/03/2014;4;17;22;44;49;62;66;GAMA/DF;;;;;;;;;;;;;;;;;
22/03/2014;23;29;31;33;65;74;79;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
25/03/2014;28;49;53;66;67;74;79;ATLêTICO/MG;;;;;;;;;;;;;;;;;
27/03/2014;14;35;39;43;68;72;77;PAULISTA/SP;;;;;;;;;;;;;;;;;
29/03/2014;10;21;25;30;55;57;65;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
01/04/2014;8;22;37;40;60;65;72;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
03/04/2014;27;31;45;65;67;68;72;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
05/04/2014;9;10;13;19;32;51;60;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
08/04/2014;15;23;39;45;56;75;76;CEARµ/CE;;;;;;;;;;;;;;;;;
10/04/2014;10;27;28;31;53;57;58;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
12/04/2014;7;23;29;31;49;74;76;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
15/04/2014;8;12;14;36;50;69;70;IPATINGA/MG;;;;;;;;;;;;;;;;;
17/04/2014;2;10;18;19;40;62;69;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
19/04/2014;15;18;24;26;31;46;73;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
22/04/2014;7;8;20;23;29;40;49;U BARBARENSE;;;;;;;;;;;;;;;;;
24/04/2014;1;5;25;39;40;57;77;JOINVILLE/SC;;;;;;;;;;;;;;;;;
26/04/2014;6;22;25;45;66;68;75;YPIRANGA/AP;;;;;;;;;;;;;;;;;
29/04/2014;1;13;47;52;64;66;74;AMêRICA/RJ;;;;;;;;;;;;;;;;;
03/05/2014;8;21;36;61;63;69;80;NACIONAL/AM;;;;;;;;;;;;;;;;;
06/05/2014;7;10;18;37;43;53;54;JOINVILLE/SC;;;;;;;;;;;;;;;;;
08/05/2014;5;17;22;23;28;33;74;ITUANO/SP;;;;;;;;;;;;;;;;;
10/05/2014;2;12;25;37;42;49;76;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
