Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;;;;;;;;;;;;;;
13/08/1998;13;33;60;75;76;;;;;;;;;;;;;;
15/08/1998;2;52;53;70;77;;;;;;;;;;;;;;
18/08/1998;3;50;66;67;70;;;;;;;;;;;;;;
20/08/1998;13;32;53;60;69;;;;;;;;;;;;;;
22/08/1998;8;38;39;46;76;;;;;;;;;;;;;;
25/08/1998;23;42;50;61;80;;;;;;;;;;;;;;
27/08/1998;12;14;16;43;44;;;;;;;;;;;;;;
29/08/1998;12;25;27;34;76;;;;;;;;;;;;;;
01/09/1998;13;19;34;54;73;;;;;;;;;;;;;;
03/09/1998;13;35;48;49;53;;;;;;;;;;;;;;
05/09/1998;21;32;48;54;61;;;;;;;;;;;;;;
10/09/1998;12;51;54;60;61;;;;;;;;;;;;;;
12/09/1998;18;44;66;74;75;;;;;;;;;;;;;;
15/09/1998;19;30;40;60;75;;;;;;;;;;;;;;
17/09/1998;7;16;49;52;73;;;;;;;;;;;;;;
19/09/1998;18;47;70;74;80;;;;;;;;;;;;;;
22/09/1998;1;13;31;49;56;;;;;;;;;;;;;;
24/09/1998;21;29;40;62;73;;;;;;;;;;;;;;
26/09/1998;8;19;30;33;49;;;;;;;;;;;;;;
29/09/1998;15;52;61;67;68;;;;;;;;;;;;;;
01/10/1998;9;48;51;65;80;;;;;;;;;;;;;;
03/10/1998;12;30;44;50;79;;;;;;;;;;;;;;
06/10/1998;5;33;43;53;67;;;;;;;;;;;;;;
08/10/1998;9;18;29;69;80;;;;;;;;;;;;;;
10/10/1998;10;37;41;47;78;;;;;;;;;;;;;;
15/10/1998;4;8;18;19;31;;;;;;;;;;;;;;
17/10/1998;19;31;35;60;79;;;;;;;;;;;;;;
20/10/1998;6;9;49;57;77;;;;;;;;;;;;;;
22/10/1998;7;10;59;65;79;;;;;;;;;;;;;;
24/10/1998;18;28;30;45;70;;;;;;;;;;;;;;
27/10/1998;18;21;32;38;54;;;;;;;;;;;;;;
29/10/1998;24;57;67;69;77;;;;;;;;;;;;;;
31/10/1998;30;49;56;57;74;;;;;;;;;;;;;;
05/11/1998;12;22;27;28;77;;;;;;;;;;;;;;
07/11/1998;3;11;32;37;53;;;;;;;;;;;;;;
10/11/1998;12;16;49;56;67;;;;;;;;;;;;;;
12/11/1998;4;18;27;38;47;;;;;;;;;;;;;;
14/11/1998;8;14;28;63;64;;;;;;;;;;;;;;
17/11/1998;10;15;17;63;67;;;;;;;;;;;;;;
19/11/1998;31;33;48;68;80;;;;;;;;;;;;;;
21/11/1998;22;25;45;56;72;;;;;;;;;;;;;;
24/11/1998;3;5;26;38;62;;;;;;;;;;;;;;
26/11/1998;19;20;25;52;55;;;;;;;;;;;;;;
28/11/1998;27;37;56;66;68;;;;;;;;;;;;;;
01/12/1998;3;11;52;56;59;;;;;;;;;;;;;;
03/12/1998;14;25;32;53;67;;;;;;;;;;;;;;
05/12/1998;16;40;55;64;70;;;;;;;;;;;;;;
08/12/1998;3;24;53;56;63;;;;;;;;;;;;;;
10/12/1998;1;36;38;41;74;;;;;;;;;;;;;;
12/12/1998;7;17;29;42;43;;;;;;;;;;;;;;
15/12/1998;3;10;14;21;64;;;;;;;;;;;;;;
17/12/1998;2;28;43;44;64;;;;;;;;;;;;;;
19/12/1998;7;10;11;39;47;;;;;;;;;;;;;;
22/12/1998;27;38;44;65;70;;;;;;;;;;;;;;
24/12/1998;6;23;25;33;38;;;;;;;;;;;;;;
29/12/1998;9;11;28;39;47;;;;;;;;;;;;;;
31/12/1998;6;13;29;48;76;;;;;;;;;;;;;;
05/01/1999;3;14;20;39;68;;;;;;;;;;;;;;
07/01/1999;5;9;50;51;73;;;;;;;;;;;;;;
09/01/1999;9;18;38;71;73;;;;;;;;;;;;;;
12/01/1999;24;32;51;61;63;;;;;;;;;;;;;;
14/01/1999;11;35;45;50;64;;;;;;;;;;;;;;
16/01/1999;2;18;23;54;73;;;;;;;;;;;;;;
19/01/1999;3;7;26;66;79;;;;;;;;;;;;;;
21/01/1999;9;30;52;59;75;;;;;;;;;;;;;;
23/01/1999;16;29;62;64;73;;;;;;;;;;;;;;
26/01/1999;1;26;64;68;73;;;;;;;;;;;;;;
28/01/1999;7;22;28;41;53;;;;;;;;;;;;;;
30/01/1999;5;14;15;25;73;;;;;;;;;;;;;;
02/02/1999;4;5;18;58;72;;;;;;;;;;;;;;
04/02/1999;7;15;19;34;52;;;;;;;;;;;;;;
06/02/1999;6;40;56;66;71;;;;;;;;;;;;;;
09/02/1999;15;27;31;56;63;;;;;;;;;;;;;;
11/02/1999;1;9;27;69;78;;;;;;;;;;;;;;
13/02/1999;6;21;33;34;75;;;;;;;;;;;;;;
18/02/1999;5;47;54;63;72;;;;;;;;;;;;;;
20/02/1999;3;14;22;46;60;;;;;;;;;;;;;;
23/02/1999;6;22;28;45;71;;;;;;;;;;;;;;
25/02/1999;3;36;40;52;76;;;;;;;;;;;;;;
27/02/1999;4;12;28;30;43;;;;;;;;;;;;;;
02/03/1999;26;52;72;74;79;;;;;;;;;;;;;;
04/03/1999;1;2;3;27;65;;;;;;;;;;;;;;
06/03/1999;9;52;59;62;80;;;;;;;;;;;;;;
09/03/1999;3;5;16;32;38;;;;;;;;;;;;;;
11/03/1999;16;38;58;64;72;;;;;;;;;;;;;;
13/03/1999;7;8;36;57;67;;;;;;;;;;;;;;
16/03/1999;2;25;44;45;65;;;;;;;;;;;;;;
18/03/1999;1;9;50;61;79;;;;;;;;;;;;;;
20/03/1999;7;10;26;35;36;;;;;;;;;;;;;;
23/03/1999;7;24;26;28;72;;;;;;;;;;;;;;
25/03/1999;11;35;56;63;77;;;;;;;;;;;;;;
27/03/1999;22;25;30;57;63;;;;;;;;;;;;;;
30/03/1999;5;13;39;47;63;;;;;;;;;;;;;;
03/04/1999;7;43;53;59;72;;;;;;;;;;;;;;
06/04/1999;3;23;51;73;74;;;;;;;;;;;;;;
08/04/1999;3;9;48;59;79;;;;;;;;;;;;;;
10/04/1999;4;22;49;53;64;;;;;;;;;;;;;;
13/04/1999;25;29;34;59;66;;;;;;;;;;;;;;
15/04/1999;19;42;63;75;78;;;;;;;;;;;;;;
17/04/1999;4;8;15;20;32;;;;;;;;;;;;;;
20/04/1999;6;13;18;21;80;;;;;;;;;;;;;;
24/04/1999;25;33;40;54;71;;;;;;;;;;;;;;
27/04/1999;7;19;36;43;74;;;;;;;;;;;;;;
29/04/1999;9;40;47;48;53;;;;;;;;;;;;;;
01/05/1999;6;20;44;48;76;;;;;;;;;;;;;;
04/05/1999;1;32;45;52;72;;;;;;;;;;;;;;
06/05/1999;2;16;27;30;56;;;;;;;;;;;;;;
08/05/1999;14;20;46;49;80;;;;;;;;;;;;;;
11/05/1999;19;33;50;53;70;;;;;;;;;;;;;;
13/05/1999;12;28;51;53;67;;;;;;;;;;;;;;
15/05/1999;14;35;37;57;65;;;;;;;;;;;;;;
18/05/1999;8;15;16;44;56;;;;;;;;;;;;;;
20/05/1999;12;16;27;28;78;;;;;;;;;;;;;;
22/05/1999;4;9;20;35;80;;;;;;;;;;;;;;
25/05/1999;19;30;47;54;55;;;;;;;;;;;;;;
27/05/1999;15;46;55;59;69;;;;;;;;;;;;;;
29/05/1999;10;36;48;71;77;;;;;;;;;;;;;;
01/06/1999;27;45;46;61;75;;;;;;;;;;;;;;
05/06/1999;6;7;39;41;62;;;;;;;;;;;;;;
08/06/1999;17;22;39;58;75;;;;;;;;;;;;;;
10/06/1999;3;17;21;25;39;;;;;;;;;;;;;;
12/06/1999;15;30;43;56;58;;;;;;;;;;;;;;
15/06/1999;46;57;62;76;80;;;;;;;;;;;;;;
17/06/1999;7;31;42;46;56;;;;;;;;;;;;;;
19/06/1999;37;40;51;64;74;;;;;;;;;;;;;;
22/06/1999;7;21;23;29;52;;;;;;;;;;;;;;
24/06/1999;3;29;65;69;79;;;;;;;;;;;;;;
26/06/1999;13;15;48;49;80;;;;;;;;;;;;;;
29/06/1999;35;49;56;75;76;;;;;;;;;;;;;;
01/07/1999;3;20;40;57;60;;;;;;;;;;;;;;
03/07/1999;19;22;35;44;45;;;;;;;;;;;;;;
06/07/1999;1;5;14;24;25;;;;;;;;;;;;;;
08/07/1999;10;25;31;32;54;;;;;;;;;;;;;;
10/07/1999;12;19;44;68;75;;;;;;;;;;;;;;
13/07/1999;3;16;36;55;62;;;;;;;;;;;;;;
15/07/1999;18;28;45;52;59;;;;;;;;;;;;;;
17/07/1999;5;6;17;23;45;;;;;;;;;;;;;;
20/07/1999;7;11;34;47;74;;;;;;;;;;;;;;
22/07/1999;5;23;47;50;61;;;;;;;;;;;;;;
24/07/1999;4;17;18;27;56;;;;;;;;;;;;;;
27/07/1999;21;30;54;66;72;;;;;;;;;;;;;;
29/07/1999;11;16;23;32;59;;;;;;;;;;;;;;
31/07/1999;10;35;39;57;70;;;;;;;;;;;;;;
03/08/1999;9;18;20;53;70;;;;;;;;;;;;;;
05/08/1999;7;10;29;37;63;;;;;;;;;;;;;;
07/08/1999;12;19;22;31;42;;;;;;;;;;;;;;
10/08/1999;5;44;59;74;79;;;;;;;;;;;;;;
12/08/1999;6;33;49;74;75;;;;;;;;;;;;;;
14/08/1999;15;20;28;31;53;;;;;;;;;;;;;;
17/08/1999;18;22;30;47;52;;;;;;;;;;;;;;
19/08/1999;14;20;28;43;48;;;;;;;;;;;;;;
21/08/1999;10;17;34;51;63;;;;;;;;;;;;;;
24/08/1999;9;14;32;41;79;;;;;;;;;;;;;;
26/08/1999;8;14;33;37;73;;;;;;;;;;;;;;
28/08/1999;8;23;32;40;44;;;;;;;;;;;;;;
31/08/1999;3;17;29;61;75;;;;;;;;;;;;;;
02/09/1999;24;33;41;69;74;;;;;;;;;;;;;;
04/09/1999;13;18;39;65;71;;;;;;;;;;;;;;
09/09/1999;22;32;37;47;51;;;;;;;;;;;;;;
11/09/1999;16;34;41;51;54;;;;;;;;;;;;;;
14/09/1999;9;38;52;62;78;;;;;;;;;;;;;;
16/09/1999;1;22;33;42;52;;;;;;;;;;;;;;
18/09/1999;21;25;33;37;55;;;;;;;;;;;;;;
21/09/1999;7;23;46;63;67;;;;;;;;;;;;;;
23/09/1999;19;32;37;44;69;;;;;;;;;;;;;;
25/09/1999;2;23;40;43;66;;;;;;;;;;;;;;
28/09/1999;1;21;33;46;76;;;;;;;;;;;;;;
30/09/1999;12;32;38;64;79;;;;;;;;;;;;;;
02/10/1999;28;49;58;63;76;;;;;;;;;;;;;;
05/10/1999;25;49;70;76;78;;;;;;;;;;;;;;
07/10/1999;4;31;38;47;78;;;;;;;;;;;;;;
09/10/1999;22;23;26;45;63;;;;;;;;;;;;;;
14/10/1999;1;21;28;70;79;;;;;;;;;;;;;;
16/10/1999;16;22;42;51;57;;;;;;;;;;;;;;
19/10/1999;1;11;23;53;67;;;;;;;;;;;;;;
21/10/1999;7;17;40;58;73;;;;;;;;;;;;;;
23/10/1999;8;10;11;14;50;;;;;;;;;;;;;;
26/10/1999;35;49;54;64;68;;;;;;;;;;;;;;
28/10/1999;1;11;25;33;79;;;;;;;;;;;;;;
30/10/1999;10;17;18;24;40;;;;;;;;;;;;;;
04/11/1999;9;25;33;53;68;;;;;;;;;;;;;;
06/11/1999;1;17;34;40;46;;;;;;;;;;;;;;
09/11/1999;26;33;44;50;79;;;;;;;;;;;;;;
11/11/1999;44;45;46;49;67;;;;;;;;;;;;;;
13/11/1999;13;32;42;59;69;;;;;;;;;;;;;;
18/11/1999;7;33;38;58;76;;;;;;;;;;;;;;
20/11/1999;31;44;49;70;80;;;;;;;;;;;;;;
23/11/1999;46;52;56;60;65;;;;;;;;;;;;;;
25/11/1999;26;34;42;64;78;;;;;;;;;;;;;;
27/11/1999;7;45;56;59;61;;;;;;;;;;;;;;
30/11/1999;29;53;58;61;68;;;;;;;;;;;;;;
02/12/1999;17;20;21;42;48;;;;;;;;;;;;;;
04/12/1999;8;20;59;61;66;;;;;;;;;;;;;;
07/12/1999;34;50;60;71;73;;;;;;;;;;;;;;
09/12/1999;1;25;36;50;62;;;;;;;;;;;;;;
11/12/1999;11;32;40;43;57;;;;;;;;;;;;;;
14/12/1999;9;15;23;41;67;;;;;;;;;;;;;;
16/12/1999;7;49;51;64;69;;;;;;;;;;;;;;
18/12/1999;17;35;55;62;77;;;;;;;;;;;;;;
21/12/1999;5;14;39;57;72;;;;;;;;;;;;;;
23/12/1999;15;56;63;65;76;;;;;;;;;;;;;;
28/12/1999;10;20;36;58;60;;;;;;;;;;;;;;
30/12/1999;2;9;41;53;60;;;;;;;;;;;;;;
04/01/2000;12;27;28;34;49;;;;;;;;;;;;;;
06/01/2000;2;15;22;25;74;;;;;;;;;;;;;;
08/01/2000;3;8;36;44;63;;;;;;;;;;;;;;
11/01/2000;19;43;52;59;74;;;;;;;;;;;;;;
13/01/2000;24;31;39;60;72;;;;;;;;;;;;;;
15/01/2000;29;38;71;73;78;;;;;;;;;;;;;;
18/01/2000;11;23;33;52;70;;;;;;;;;;;;;;
20/01/2000;23;27;40;72;73;;;;;;;;;;;;;;
22/01/2000;3;27;47;66;76;;;;;;;;;;;;;;
25/01/2000;7;8;10;45;46;;;;;;;;;;;;;;
27/01/2000;3;13;48;55;68;;;;;;;;;;;;;;
29/01/2000;11;21;31;40;41;;;;;;;;;;;;;;
01/02/2000;12;27;40;58;67;;;;;;;;;;;;;;
03/02/2000;41;62;70;79;80;;;;;;;;;;;;;;
05/02/2000;3;25;44;60;69;;;;;;;;;;;;;;
08/02/2000;9;24;39;49;64;;;;;;;;;;;;;;
10/02/2000;42;45;53;70;73;;;;;;;;;;;;;;
12/02/2000;12;29;33;62;74;;;;;;;;;;;;;;
15/02/2000;7;19;22;40;73;;;;;;;;;;;;;;
17/02/2000;34;36;51;69;70;;;;;;;;;;;;;;
19/02/2000;10;12;37;38;65;;;;;;;;;;;;;;
22/02/2000;8;28;70;77;78;;;;;;;;;;;;;;
24/02/2000;15;16;27;50;64;;;;;;;;;;;;;;
26/02/2000;34;44;55;60;63;;;;;;;;;;;;;;
29/02/2000;4;11;38;39;51;;;;;;;;;;;;;;
02/03/2000;2;16;31;55;61;;;;;;;;;;;;;;
04/03/2000;8;18;30;34;76;;;;;;;;;;;;;;
09/03/2000;12;63;65;74;77;;;;;;;;;;;;;;
11/03/2000;10;49;53;57;62;;;;;;;;;;;;;;
14/03/2000;12;25;31;48;79;;;;;;;;;;;;;;
16/03/2000;2;6;50;56;80;;;;;;;;;;;;;;
18/03/2000;14;37;58;70;79;;;;;;;;;;;;;;
21/03/2000;17;19;48;50;66;;;;;;;;;;;;;;
23/03/2000;4;9;20;31;38;;;;;;;;;;;;;;
25/03/2000;13;38;40;64;71;;;;;;;;;;;;;;
28/03/2000;26;33;48;58;77;;;;;;;;;;;;;;
30/03/2000;35;36;50;63;71;;;;;;;;;;;;;;
01/04/2000;15;24;53;65;66;;;;;;;;;;;;;;
04/04/2000;33;40;51;59;79;;;;;;;;;;;;;;
06/04/2000;24;25;35;37;70;;;;;;;;;;;;;;
08/04/2000;9;44;53;73;76;;;;;;;;;;;;;;
11/04/2000;4;30;46;52;71;;;;;;;;;;;;;;
13/04/2000;18;46;49;61;76;;;;;;;;;;;;;;
15/04/2000;33;58;64;69;78;;;;;;;;;;;;;;
18/04/2000;6;16;37;52;71;;;;;;;;;;;;;;
20/04/2000;1;13;17;25;73;;;;;;;;;;;;;;
25/04/2000;13;26;33;39;56;;;;;;;;;;;;;;
27/04/2000;41;44;47;63;69;;;;;;;;;;;;;;
29/04/2000;2;14;22;35;66;;;;;;;;;;;;;;
04/05/2000;16;24;37;41;69;;;;;;;;;;;;;;
06/05/2000;17;44;51;61;63;;;;;;;;;;;;;;
09/05/2000;13;24;29;38;43;;;;;;;;;;;;;;
11/05/2000;28;43;63;65;69;;;;;;;;;;;;;;
13/05/2000;19;28;31;53;66;;;;;;;;;;;;;;
16/05/2000;1;2;10;19;60;;;;;;;;;;;;;;
18/05/2000;8;25;51;58;75;;;;;;;;;;;;;;
20/05/2000;2;25;36;42;59;;;;;;;;;;;;;;
23/05/2000;21;57;65;79;80;;;;;;;;;;;;;;
25/05/2000;9;19;40;54;73;;;;;;;;;;;;;;
27/05/2000;3;23;55;57;78;;;;;;;;;;;;;;
30/05/2000;15;27;42;60;63;;;;;;;;;;;;;;
01/06/2000;36;37;51;54;67;;;;;;;;;;;;;;
03/06/2000;27;33;56;57;73;;;;;;;;;;;;;;
06/06/2000;1;52;53;57;80;;;;;;;;;;;;;;
08/06/2000;5;8;11;12;62;;;;;;;;;;;;;;
10/06/2000;5;26;39;51;53;;;;;;;;;;;;;;
13/06/2000;28;31;34;39;70;;;;;;;;;;;;;;
15/06/2000;13;14;32;54;60;;;;;;;;;;;;;;
17/06/2000;12;18;41;62;67;;;;;;;;;;;;;;
20/06/2000;7;12;23;38;39;;;;;;;;;;;;;;
24/06/2000;13;48;71;73;75;;;;;;;;;;;;;;
27/06/2000;23;32;38;49;74;;;;;;;;;;;;;;
29/06/2000;8;43;49;54;71;;;;;;;;;;;;;;
01/07/2000;13;16;23;40;49;;;;;;;;;;;;;;
04/07/2000;22;32;37;46;70;;;;;;;;;;;;;;
06/07/2000;1;7;14;43;68;;;;;;;;;;;;;;
08/07/2000;5;32;34;47;78;;;;;;;;;;;;;;
11/07/2000;9;24;49;70;72;;;;;;;;;;;;;;
13/07/2000;5;14;65;71;73;;;;;;;;;;;;;;
15/07/2000;12;20;64;69;77;;;;;;;;;;;;;;
18/07/2000;8;42;45;47;63;;;;;;;;;;;;;;
20/07/2000;2;43;56;59;60;;;;;;;;;;;;;;
22/07/2000;14;18;31;78;79;;;;;;;;;;;;;;
25/07/2000;2;4;45;46;51;;;;;;;;;;;;;;
27/07/2000;3;19;34;43;61;;;;;;;;;;;;;;
29/07/2000;25;38;54;61;71;;;;;;;;;;;;;;
01/08/2000;8;11;25;48;61;;;;;;;;;;;;;;
03/08/2000;3;9;42;53;69;;;;;;;;;;;;;;
05/08/2000;7;10;28;62;78;;;;;;;;;;;;;;
08/08/2000;16;32;59;73;76;;;;;;;;;;;;;;
10/08/2000;7;8;13;49;65;;;;;;;;;;;;;;
12/08/2000;29;57;59;77;79;;;;;;;;;;;;;;
15/08/2000;14;17;43;44;57;;;;;;;;;;;;;;
17/08/2000;22;43;44;64;68;;;;;;;;;;;;;;
19/08/2000;2;18;33;56;79;;;;;;;;;;;;;;
22/08/2000;1;4;59;74;80;;;;;;;;;;;;;;
24/08/2000;4;11;36;58;75;;;;;;;;;;;;;;
26/08/2000;10;22;40;55;79;;;;;;;;;;;;;;
29/08/2000;15;52;62;65;72;;;;;;;;;;;;;;
31/08/2000;11;43;70;77;80;;;;;;;;;;;;;;
02/09/2000;4;19;58;67;79;;;;;;;;;;;;;;
05/09/2000;24;37;49;54;57;;;;;;;;;;;;;;
09/09/2000;35;39;40;42;71;;;;;;;;;;;;;;
12/09/2000;16;32;38;45;71;;;;;;;;;;;;;;
14/09/2000;27;43;45;64;67;;;;;;;;;;;;;;
16/09/2000;18;34;37;40;55;;;;;;;;;;;;;;
19/09/2000;8;37;56;58;63;;;;;;;;;;;;;;
21/09/2000;19;38;41;53;78;;;;;;;;;;;;;;
23/09/2000;6;18;34;37;57;;;;;;;;;;;;;;
26/09/2000;19;34;54;61;63;;;;;;;;;;;;;;
28/09/2000;22;26;29;47;60;;;;;;;;;;;;;;
30/09/2000;11;38;50;61;80;;;;;;;;;;;;;;
03/10/2000;15;30;39;67;73;;;;;;;;;;;;;;
05/10/2000;5;29;44;66;72;;;;;;;;;;;;;;
07/10/2000;14;17;60;64;69;;;;;;;;;;;;;;
10/10/2000;4;21;56;63;67;;;;;;;;;;;;;;
14/10/2000;9;32;61;64;75;;;;;;;;;;;;;;
17/10/2000;8;22;25;43;46;;;;;;;;;;;;;;
19/10/2000;12;18;52;63;75;;;;;;;;;;;;;;
21/10/2000;18;25;26;47;70;;;;;;;;;;;;;;
24/10/2000;4;9;28;33;38;;;;;;;;;;;;;;
26/10/2000;17;28;30;31;69;;;;;;;;;;;;;;
28/10/2000;15;19;55;59;74;;;;;;;;;;;;;;
31/10/2000;15;46;49;61;64;;;;;;;;;;;;;;
04/11/2000;1;23;31;41;60;;;;;;;;;;;;;;
07/11/2000;8;28;34;60;65;;;;;;;;;;;;;;
09/11/2000;26;64;69;71;76;;;;;;;;;;;;;;
11/11/2000;13;31;52;63;76;;;;;;;;;;;;;;
14/11/2000;7;8;13;18;24;;;;;;;;;;;;;;
18/11/2000;21;24;38;73;79;;;;;;;;;;;;;;
21/11/2000;18;22;61;68;72;;;;;;;;;;;;;;
23/11/2000;2;11;42;54;61;;;;;;;;;;;;;;
25/11/2000;14;29;60;61;62;;;;;;;;;;;;;;
28/11/2000;18;35;48;63;65;;;;;;;;;;;;;;
30/11/2000;33;39;65;66;71;;;;;;;;;;;;;;
02/12/2000;11;14;20;24;70;;;;;;;;;;;;;;
05/12/2000;24;30;31;41;58;;;;;;;;;;;;;;
07/12/2000;2;17;50;61;70;;;;;;;;;;;;;;
09/12/2000;7;40;53;54;77;;;;;;;;;;;;;;
12/12/2000;10;14;48;49;73;;;;;;;;;;;;;;
14/12/2000;7;30;60;66;77;;;;;;;;;;;;;;
16/12/2000;28;41;55;56;75;;;;;;;;;;;;;;
19/12/2000;16;26;56;72;80;;;;;;;;;;;;;;
21/12/2000;13;15;25;42;77;;;;;;;;;;;;;;
23/12/2000;3;25;31;44;64;;;;;;;;;;;;;;
28/12/2000;25;31;53;66;80;;;;;;;;;;;;;;
30/12/2000;6;7;31;52;78;;;;;;;;;;;;;;
04/01/2001;6;38;50;66;69;;;;;;;;;;;;;;
06/01/2001;4;7;14;34;73;;;;;;;;;;;;;;
09/01/2001;1;9;14;31;70;;;;;;;;;;;;;;
11/01/2001;14;19;37;46;61;;;;;;;;;;;;;;
13/01/2001;2;54;58;76;79;;;;;;;;;;;;;;
16/01/2001;15;38;39;48;79;;;;;;;;;;;;;;
18/01/2001;11;18;34;39;55;;;;;;;;;;;;;;
20/01/2001;12;27;52;57;69;;;;;;;;;;;;;;
23/01/2001;12;29;44;67;80;;;;;;;;;;;;;;
25/01/2001;13;28;44;45;66;;;;;;;;;;;;;;
27/01/2001;25;33;45;66;79;;;;;;;;;;;;;;
30/01/2001;3;25;28;51;70;;;;;;;;;;;;;;
01/02/2001;29;32;42;52;59;;;;;;;;;;;;;;
03/02/2001;8;26;38;46;74;;;;;;;;;;;;;;
06/02/2001;13;22;41;42;71;;;;;;;;;;;;;;
08/02/2001;36;39;42;61;68;;;;;;;;;;;;;;
10/02/2001;5;16;24;61;65;;;;;;;;;;;;;;
13/02/2001;31;37;38;49;67;;;;;;;;;;;;;;
15/02/2001;31;61;65;77;80;;;;;;;;;;;;;;
17/02/2001;12;13;21;53;77;;;;;;;;;;;;;;
20/02/2001;2;42;51;53;59;;;;;;;;;;;;;;
22/02/2001;11;18;43;72;73;;;;;;;;;;;;;;
24/02/2001;7;23;65;71;74;;;;;;;;;;;;;;
01/03/2001;9;19;28;46;76;;;;;;;;;;;;;;
03/03/2001;18;32;34;48;65;;;;;;;;;;;;;;
06/03/2001;2;11;42;60;62;;;;;;;;;;;;;;
08/03/2001;19;35;42;54;65;;;;;;;;;;;;;;
10/03/2001;11;32;43;58;61;;;;;;;;;;;;;;
13/03/2001;7;11;31;76;78;;;;;;;;;;;;;;
15/03/2001;7;48;53;62;74;;;;;;;;;;;;;;
17/03/2001;9;18;30;54;75;;;;;;;;;;;;;;
20/03/2001;25;30;34;49;66;;;;;;;;;;;;;;
22/03/2001;11;32;38;43;80;;;;;;;;;;;;;;
24/03/2001;25;26;53;55;73;;;;;;;;;;;;;;
27/03/2001;9;10;67;74;76;;;;;;;;;;;;;;
29/03/2001;34;39;41;46;68;;;;;;;;;;;;;;
31/03/2001;1;25;35;43;48;;;;;;;;;;;;;;
03/04/2001;7;68;72;75;77;;;;;;;;;;;;;;
05/04/2001;27;35;41;58;59;;;;;;;;;;;;;;
07/04/2001;10;27;45;69;71;;;;;;;;;;;;;;
10/04/2001;1;16;25;27;37;;;;;;;;;;;;;;
14/04/2001;6;28;29;39;50;;;;;;;;;;;;;;
17/04/2001;5;13;46;47;70;;;;;;;;;;;;;;
19/04/2001;43;59;69;75;77;;;;;;;;;;;;;;
21/04/2001;11;16;41;67;77;;;;;;;;;;;;;;
24/04/2001;7;18;30;41;69;;;;;;;;;;;;;;
26/04/2001;6;23;43;65;70;;;;;;;;;;;;;;
28/04/2001;21;39;76;77;80;;;;;;;;;;;;;;
03/05/2001;46;50;62;69;70;;;;;;;;;;;;;;
05/05/2001;2;12;35;55;56;;;;;;;;;;;;;;
08/05/2001;12;23;32;43;59;;;;;;;;;;;;;;
10/05/2001;8;50;59;72;75;;;;;;;;;;;;;;
12/05/2001;15;20;40;71;72;;;;;;;;;;;;;;
15/05/2001;23;47;56;77;78;;;;;;;;;;;;;;
17/05/2001;8;16;28;63;70;;;;;;;;;;;;;;
19/05/2001;34;38;41;56;62;;;;;;;;;;;;;;
22/05/2001;30;41;47;71;78;;;;;;;;;;;;;;
24/05/2001;15;33;40;57;60;;;;;;;;;;;;;;
26/05/2001;7;26;44;71;80;;;;;;;;;;;;;;
29/05/2001;26;29;34;43;79;;;;;;;;;;;;;;
31/05/2001;1;15;39;41;55;;;;;;;;;;;;;;
02/06/2001;5;54;57;67;75;;;;;;;;;;;;;;
05/06/2001;14;36;42;67;80;;;;;;;;;;;;;;
07/06/2001;4;13;30;49;63;;;;;;;;;;;;;;
09/06/2001;3;38;56;64;66;;;;;;;;;;;;;;
12/06/2001;6;38;41;75;80;;;;;;;;;;;;;;
16/06/2001;7;11;66;74;77;;;;;;;;;;;;;;
19/06/2001;11;16;20;62;75;;;;;;;;;;;;;;
21/06/2001;1;6;9;49;75;;;;;;;;;;;;;;
23/06/2001;8;23;46;47;59;;;;;;;;;;;;;;
26/06/2001;4;10;14;41;45;;;;;;;;;;;;;;
28/06/2001;12;14;26;66;68;;;;;;;;;;;;;;
30/06/2001;15;18;19;70;79;;;;;;;;;;;;;;
03/07/2001;7;34;60;61;66;;;;;;;;;;;;;;
05/07/2001;4;19;30;39;62;;;;;;;;;;;;;;
07/07/2001;9;25;40;41;61;;;;;;;;;;;;;;
10/07/2001;4;20;42;58;66;;;;;;;;;;;;;;
12/07/2001;9;24;34;52;55;;;;;;;;;;;;;;
14/07/2001;30;59;68;72;75;;;;;;;;;;;;;;
17/07/2001;15;17;44;52;69;;;;;;;;;;;;;;
19/07/2001;19;32;49;56;73;;;;;;;;;;;;;;
21/07/2001;46;54;58;59;70;;;;;;;;;;;;;;
24/07/2001;10;24;48;57;77;;;;;;;;;;;;;;
26/07/2001;16;38;39;44;71;;;;;;;;;;;;;;
28/07/2001;6;31;39;46;52;;;;;;;;;;;;;;
31/07/2001;9;29;35;55;70;;;;;;;;;;;;;;
02/08/2001;31;38;39;51;54;;;;;;;;;;;;;;
04/08/2001;11;13;24;64;69;;;;;;;;;;;;;;
07/08/2001;19;27;35;49;78;;;;;;;;;;;;;;
09/08/2001;11;14;32;38;41;;;;;;;;;;;;;;
11/08/2001;3;9;54;56;61;;;;;;;;;;;;;;
14/08/2001;2;5;13;39;55;;;;;;;;;;;;;;
16/08/2001;2;38;74;76;77;;;;;;;;;;;;;;
18/08/2001;19;28;44;46;54;;;;;;;;;;;;;;
21/08/2001;3;5;13;37;45;;;;;;;;;;;;;;
23/08/2001;24;37;40;44;59;;;;;;;;;;;;;;
25/08/2001;5;27;28;35;40;;;;;;;;;;;;;;
28/08/2001;18;22;31;45;79;;;;;;;;;;;;;;
30/08/2001;15;31;36;47;76;;;;;;;;;;;;;;
01/09/2001;3;7;21;41;67;;;;;;;;;;;;;;
